F1_S1,F2_S1,F1_S2,F2_S2,DecayRatioCycle,LPC_Coefficient1,LPC_Coefficient2,LPC_Coefficient3,LPC_Coefficient4,LPC_Coefficient5,LPC_Coefficient6,LPC_Coefficient7,LPC_Coefficient8,LPC_Coefficient9,LPC_Coefficient10,LPC_Coefficient11,LPC_Coefficient12,LPC_Coefficient13,LPC_Coefficient14,LPC_Coefficient15,Class
0.0078125,0.03125,0.046875,0.03125,0.019403,0.291,0.081016,0.1148,0.013735,-0.0035714,0.15033,0.20805,0.11453,0.00062737,0.046036,0.10164,0.049415,-0.045362,0.091977,0.11394,normal
0.015625,0.03125,0.03125,0.011719,0.020697,0.089222,-0.17557,-0.024158,0.020922,0.13153,0.12787,0.16184,0.18292,0.030975,0.046781,-0.079811,0.011294,0.021946,0.046775,0.041651,normal
0.011719,0.015625,0.015625,0.0078125,0.005039,-0.0068708,-0.17978,-0.19839,0.089403,0.092077,0.078952,0.12692,0.049123,-0.0049378,0.029946,-0.08016,0.045176,0.026286,0.0011284,-0.082169,normal
0.0097656,0.015625,0.015625,0.03125,0.0068549,-0.030049,0.093234,-0.074329,0.093628,0.071689,0.10328,0.070747,0.11567,0.050818,0.023966,-0.0089564,0.069083,0.087788,0.050758,0.06073,abnormal
0.0097656,0.015625,0.015625,0.03125,0.70636,0.89311,0.76086,0.70298,0.62387,0.59038,0.55139,0.47293,0.44993,0.41154,0.32048,0.25281,0.18483,0.18046,0.11139,0.091594,normal
0.0078125,0.011719,0.046875,0.027344,0.041729,0.084913,-0.35219,-0.0082708,0.10511,0.17724,0.25865,-0.0090992,-2.45E-05,0.098143,0.080231,0.089197,-0.050613,0.05035,0.015454,-0.044151,normal
0.015625,0.011719,0.015625,0.0625,0.0023953,-0.38503,-0.37721,0.18748,0.27581,0.16378,0.024946,-0.085102,-0.0081962,-2.41E-05,0.10787,0.023876,0.037312,-0.013592,0.02877,0.027805,normal
0.015625,0.039062,0.03125,0.019531,0.018443,0.3622,-0.15824,-0.065144,0.10763,0.13016,0.23236,0.19102,0.069114,-0.034644,-0.02213,0.019979,0.14417,0.024527,-0.038778,0.010137,normal
0.03125,0.042969,0.054688,0.0625,0.033832,-0.63335,-0.17479,0.26698,0.28933,-0.053039,-0.054026,0.10221,0.086528,-0.13182,0.055369,0.04507,0.010417,0.016795,-0.020191,-0.021611,normal
0.023438,0.03125,0.019531,0.046875,0.011759,-0.34126,-0.21815,0.044932,0.20181,0.19711,-0.010317,-0.043809,-0.026039,0.151,0.044526,-0.030749,0.095618,-0.02968,0.044221,0.022099,normal
0.019531,0.03125,0.03125,0.03125,0.054732,0.24499,0.051278,-0.048961,-0.055677,0.17566,0.31802,0.18019,0.10951,0.14405,0.036426,-0.10802,-0.033077,0.089505,0.098552,-0.021304,normal
0.046875,0.023438,0.015625,0.03125,0.030559,-0.5344,-0.12103,0.245,0.27588,0.083769,0.029603,-0.030092,0.0012905,0.14341,0.059718,0.0043634,0.11055,0.06253,-0.057538,0.074625,normal
0.015625,0.015625,0.015625,0.015625,0.013639,-0.59077,-0.023177,0.2365,0.19921,0.0053126,0.047444,0.071276,-0.0064844,0.0043187,0.0068079,0.030275,0.094769,-0.044957,0.083493,-0.06133,normal
0.015625,0.046875,0.03125,0.03125,0.026518,-0.34329,-0.16311,0.0050485,0.14223,0.021852,0.049443,0.062398,0.076457,-0.011757,0.10752,0.030869,-0.0029198,-0.070452,-0.013182,0.077926,normal
0.011719,0.046875,0.015625,0.011719,0.0060775,0.23456,-0.10914,0.01927,0.050856,0.03455,0.20821,0.07498,-0.053458,-0.10904,-0.0083514,0.12281,0.24188,0.15409,-0.047987,-0.09814,normal
0.019531,0.015625,0.019531,0.046875,0.034397,-0.19757,-0.31208,0.11986,0.20112,0.40706,0.054096,-0.042555,-0.053381,0.12292,0.11799,-0.089165,0.13014,-0.10047,0.081384,-0.040155,normal
0.019531,0.023438,0.019531,0.039062,0.0070133,-0.14156,-0.25477,0.0070553,0.28583,0.11692,0.11598,0.12019,0.056629,0.018733,-0.021376,0.093655,-0.021994,0.092794,-0.0051895,-0.00042586,normal
0.011719,0.015625,0.0097656,0.021484,0.0045596,0.14082,-0.15404,-0.20063,0.017444,0.17141,0.15604,0.063776,0.10552,0.069835,0.11369,0.020335,-0.023824,0.083331,0.063413,-0.030475,normal
0.019531,0.0078125,0.039062,0.03125,0.028063,0.20594,-0.13722,-0.18029,0.027843,0.21456,0.13541,0.1424,0.13159,-0.08184,-0.021215,0.11777,0.026631,0.09439,-0.022245,0.017403,normal
0.019531,0.0078125,0.039062,0.03125,0.58388,1.4428,1.8245,2.1563,2.4817,2.6131,2.5537,2.351,2.1188,1.8933,1.5654,1.1973,0.85629,0.56949,0.30613,0.10171,normal
0.0078125,0.0078125,0.019531,0.0078125,0.029766,-0.059999,-0.013355,0.028059,0.061407,0.059309,0.065247,0.076191,0.080924,0.056964,0.064128,0.050303,0.043529,0.034536,0.037631,0.018962,normal
0.015625,0.015625,0.015625,0.035156,0.0043145,-0.0043236,-0.30355,-0.075313,0.014755,0.0963,0.1305,0.078583,0.15868,-0.0075306,0.062743,-0.090482,-0.02673,0.046133,0.063244,0.051968,normal
0.013672,0.0078125,0.015625,0.015625,0.017684,0.42137,0.12199,-0.083874,-0.07539,0.044219,0.11427,0.12338,0.17152,0.12878,0.0053912,0.040367,0.053466,-0.039046,-0.0086417,0.077404,normal
0.0078125,0.011719,0.015625,0.0078125,0.026812,-0.30378,0.005788,0.040693,0.15707,0.072158,0.068076,0.047966,0.11107,0.023405,0.062934,0.048203,0.049125,0.0079526,0.027831,-0.0098947,abnormal
0.019531,0.0078125,0.015625,0.039062,0.01531,0.16289,-0.12584,-0.058273,0.075806,0.22176,0.095414,0.15593,0.14591,0.073707,0.14673,0.020959,0.051552,0.0022657,0.001636,0.055562,normal
0.011719,0.046875,0.015625,0.046875,0.013525,-0.35629,-0.38968,0.092587,0.36766,0.15594,0.080428,-0.0083061,-0.2125,0.2486,0.044447,0.049804,0.013093,-0.014303,0.00043516,0.046292,normal
0.0078125,0.0039062,0.046875,0.015625,0.017466,0.076944,-0.15084,-0.016569,0.015198,0.096731,0.074954,0.080309,0.088104,0.074115,0.1022,0.053333,-0.0091092,-0.024564,-0.022432,0.036212,normal
0.03125,0.0078125,0.015625,0.015625,0.013445,-0.18809,-0.14464,-0.021997,0.015926,0.074037,0.019821,0.077141,0.060853,0.075745,0.067722,0.03657,-0.021977,-0.0068428,0.0049064,0.088913,normal
0.0078125,0.0078125,0.015625,0.011719,0.01478,-0.013246,-0.3326,-0.15412,0.065089,0.0057048,0.27571,0.24176,-0.044285,0.065012,-0.027579,0.017591,0.01796,0.010199,0.1111,-0.019353,normal
0.03125,0.015625,0.054688,0.015625,0.0058733,-0.076429,-0.28292,-0.023562,0.069623,0.20462,0.19754,0.1451,-0.034278,-0.053814,0.021151,0.042129,0.078681,-0.018384,0.044053,-0.044637,normal
0.0097656,0.03125,0.015625,0.015625,0.031234,-0.28223,-0.26143,0.037097,0.25299,0.13192,0.16873,-0.046797,0.091917,-0.02041,0.082617,-0.0027968,0.070277,0.0066043,0.0050396,0.064943,normal
0.011719,0.0078125,0.011719,0.023438,0.0023389,0.063894,-0.038207,-0.19222,0.14004,-0.16649,0.051365,0.06416,0.16712,0.034908,0.092322,0.04342,-0.042801,-0.052083,0.0039996,0.027272,abnormal
0.011719,0.0078125,0.011719,0.023438,0.57122,0.69383,1.2708,1.1826,1.5112,1.4723,1.5643,1.4884,1.4033,1.2157,1.011,0.80122,0.61239,0.42246,0.26502,0.13473,abnormal
0.015625,0.0078125,0.03125,0.015625,0.019143,-0.22418,-0.19188,-0.041029,0.0075032,0.067165,0.080135,0.081325,0.091491,0.076909,0.034871,-0.023084,-0.011742,-0.026277,0.044713,0.06547,normal
0.0078125,0.015625,0.019531,0.0078125,0.023479,-0.42196,-0.21529,0.077662,0.17558,0.14942,0.079735,-0.023273,0.009125,0.036987,0.082954,0.040593,-0.015381,-0.00017024,0.059512,-0.038335,normal
0.0078125,0.023438,0.023438,0.03125,0.015807,-0.41062,-0.1315,0.12699,0.14116,0.10569,0.056256,0.0099688,0.030384,0.001595,0.055747,0.037996,-0.010474,0.010715,0.023071,0.0044807,normal
0.015625,0.0078125,0.0078125,0.03125,0.018066,-0.97152,0.48655,0.15232,-0.19816,0.14093,0.27797,0.013611,-0.10126,0.072496,0.091911,-0.020669,-0.021438,0.039145,0.012606,0.036788,normal
0.015625,0.023438,0.0078125,0.039062,0.033117,-0.34922,-0.069972,0.2189,0.19721,0.11613,0.063133,0.030428,0.045339,0.02377,0.024245,0.045925,0.026103,0.030838,-0.02488,-0.0094429,normal
0.017578,0.039062,0.03125,0.015625,0.017442,-0.65738,-0.24415,0.26302,0.25593,-0.02931,0.03531,-0.087511,0.077243,0.16942,-0.010141,-0.044104,-0.05197,0.072823,0.0448,-0.010333,normal
0.015625,0.0078125,0.039062,0.011719,0.015786,0.076483,-0.13911,-0.053768,0.19697,0.31442,0.19202,0.12202,0.11086,-0.021302,0.023602,0.09177,0.11347,-0.013583,-0.020837,-0.0043372,normal
0.050781,0.050781,0.048828,0.046875,0.7276,0.85839,0.73613,0.66892,0.59513,0.56876,0.48634,0.49328,0.42993,0.34498,0.25844,0.29069,0.22876,0.15024,0.10296,0.057545,normal
0.03125,0.011719,0.03125,0.0078125,0.027874,-1.2246,0.76076,0.080791,-0.29638,0.20994,0.21077,-0.12452,-0.10292,0.16185,0.041135,-0.06361,0.030607,0.088041,-0.088751,0.037874,normal
0.03125,0.011719,0.03125,0.0078125,0.63875,1.2771,1.6002,1.9101,2.1489,2.2285,2.2965,2.2068,1.9685,1.6698,1.3587,1.0695,0.7493,0.54019,0.37021,0.15137,normal
0.015625,0.015625,0.015625,0.03125,0.0063832,-0.178,-0.29068,0.010137,0.02359,0.061853,0.21997,0.17288,0.0072523,-0.062859,-0.0081299,-0.055209,0.032683,0.048959,-0.0039136,0.056984,normal
0.015625,0.0078125,0.015625,0.015625,0.0013601,-0.43269,-0.18683,0.020915,0.26567,0.19711,-0.071307,0.074011,0.12927,-0.063758,0.14149,0.037572,0.00032992,-0.0042773,0.056796,0.061414,normal
0.0078125,0.0078125,0.015625,0.015625,0.0017496,-0.28908,0.22183,0.093038,0.11977,0.043662,0.18648,0.078198,0.094684,0.045629,-0.00018665,-0.010454,0.063107,0.052975,0.063601,0.060427,abnormal
0.023438,0.0078125,0.015625,0.046875,0.011379,-0.24626,-0.20496,0.10023,0.21187,0.15875,0.16045,0.075121,-0.019984,-0.029985,0.086969,0.12632,-0.020259,-0.04109,0.026657,0.1317,normal
0.023438,0.015625,0.042969,0.023438,0.027681,0.12057,-0.046778,-0.15966,0.091483,0.1647,0.093656,0.23998,0.15812,-0.0053663,0.083454,0.0789,-0.0035324,0.069539,0.067882,0.0033735,normal
0.011719,0.015625,0.0039062,0.035156,0.022709,-0.361,-0.10699,0.05828,0.10877,0.075097,0.038975,0.027258,0.064402,0.051967,-0.0065116,0.011273,0.01673,0.053319,0.046866,0.035147,normal
0.011719,0.0078125,0.011719,0.046875,0.0062548,-0.2869,-0.26527,-0.063712,0.15903,0.065978,0.1482,0.10985,-0.037545,0.035685,0.040488,-0.13098,0.00075911,0.045732,0.09426,0.0031847,normal
0.0078125,0.011719,0.0039062,0.0078125,0.032921,0.12566,-0.13697,-0.090197,0.025295,0.17971,0.075838,0.10469,0.11102,0.05462,0.08557,-0.051409,-0.08101,0.10111,0.089568,-0.065107,normal
0.015625,0.015625,0.03125,0.015625,0.024641,-0.21739,-0.32399,-0.0012253,0.13072,0.13236,0.21649,0.11941,0.011997,-0.10295,-0.067625,0.014046,0.13655,0.12061,-0.029299,-0.046368,normal
0.011719,0.015625,0.011719,0.015625,0.028959,-0.12289,0.26864,-0.061265,0.10348,-0.0095941,0.1057,0.031524,0.14008,0.032165,0.11663,0.085023,0.02255,0.008893,-0.025801,-0.015479,abnormal
0.011719,0.023438,0.027344,0.015625,0.031465,-0.21677,-0.090358,0.25598,0.29149,0.10083,0.10902,0.10062,0.12606,0.061707,-0.032152,-0.060532,0.10304,0.010631,-0.074431,-0.093448,normal
0.023438,0.015625,0.023438,0.0039062,0.011887,0.15366,0.25686,-0.054053,0.10023,0.056645,0.19051,-0.027647,0.10876,-0.1081,0.027514,0.056443,0.18401,-0.024417,0.0035841,0.07623,abnormal
0.015625,0.015625,0.015625,0.046875,0.011086,0.26845,0.0079763,-0.11792,0.12542,0.15772,0.15097,0.12242,0.215,0.12007,0.056287,0.047173,0.0085355,-0.050273,0.060191,0.14105,normal
0.011719,0.011719,0.015625,0.023438,0.0054249,0.14945,-0.17093,-0.17632,0.06919,0.22084,0.16564,0.15556,0.09485,0.016846,0.051472,-0.026138,-0.018616,0.11212,0.1694,0.040207,normal
0.0078125,0.011719,0.0039062,0.0078125,0.025108,-0.082322,-0.20155,-0.018155,0.29635,0.20307,0.09187,0.057314,-0.09456,0.03756,0.14644,-0.002257,0.05725,0.033173,0.048267,-0.0049088,normal
0.0078125,0.0078125,0.0039062,0.015625,0.011252,-0.26565,-0.10641,0.030437,0.085212,0.08895,0.064405,0.052333,0.051714,0.042054,0.017927,0.008183,0.018869,0.02588,0.061562,0.074657,normal
0.0078125,0.015625,0.0078125,0.011719,0.44049,0.59021,1.0493,1.0303,1.1851,1.2508,1.23,1.2845,1.0856,1.0744,0.89494,0.74112,0.57947,0.43212,0.27344,0.15732,abnormal
0.015625,0.015625,0.03125,0.015625,0.049414,-0.29587,-0.26546,-0.063614,0.06496,0.11504,0.16317,0.052167,0.044005,0.024026,0.031002,-0.029706,-0.04288,0.0047529,0.029488,0.048756,normal
0.015625,0.015625,0.03125,0.015625,0.61118,1.7437,2.232,2.4696,2.5321,2.4835,2.3573,2.1708,1.9481,1.673,1.345,1.0152,0.70573,0.46644,0.22999,0.085712,normal
0.0078125,0.03125,0.03125,0.0078125,0.022558,-0.22943,-0.33076,0.00031541,0.19641,0.1327,0.086796,0.045716,0.0091198,-0.020845,0.056344,0.051316,-0.0066374,0.090268,-0.060313,0.012969,normal
0.015625,0.0078125,0.015625,0.03125,0.0030029,-0.057958,-0.36773,-0.14268,0.26441,0.34314,0.19743,-0.075084,-0.024165,0.011887,0.071193,0.12199,0.063964,0.047624,0.035504,0.029866,normal
0.015625,0.039062,0.046875,0.015625,0.01294,-0.22589,-0.32843,-0.2771,0.31205,0.16617,0.17212,0.015478,0.045768,0.077153,-0.10794,0.10239,-0.031634,0.00091182,0.099584,-0.0013336,normal
0.03125,0.03125,0.015625,0.0625,0.020079,0.5751,0.171,-0.11661,0.023049,0.23465,0.32356,0.2146,0.17209,0.078082,-0.0096572,-0.10786,-0.010211,0.041307,0.0058523,-0.031699,normal
0.011719,0.03125,0.011719,0.046875,0.012688,-0.4332,-0.097097,0.1859,0.19611,0.12854,0.092478,0.030936,0.0094606,0.10715,-0.0053297,0.038275,0.07941,-0.01094,0.016437,-0.027574,normal
0.023438,0.015625,0.027344,0.066406,0.0062822,0.043899,-0.27868,-0.11941,0.011938,0.20473,0.32672,0.054647,-0.082816,0.14197,0.13692,0.1098,-0.049097,-0.050281,0.061415,0.10021,normal
0.03125,0.015625,0.03125,0.019531,0.032899,0.12429,-0.024182,-0.0035926,0.23795,0.20322,0.27794,0.26051,0.13462,0.051994,0.12853,0.02685,0.038273,0.13941,0.039681,0.091077,normal
0.015625,0.015625,0.017578,0.023438,0.027418,0.21818,0.017867,-0.035326,0.10115,0.16081,0.18553,0.16784,0.076023,0.16791,-0.015423,-0.051744,0.10956,0.09239,0.050218,0.022512,normal
0.015625,0.015625,0.023438,0.015625,0.026918,-0.50855,-0.15607,0.1996,0.17819,0.090847,0.046089,0.0026385,0.02275,0.086395,-0.081237,0.086365,0.094029,-0.053235,0.054782,0.018675,normal
0.035156,0.015625,0.042969,0.0078125,0.26015,0.9113,0.96612,0.84955,0.86989,0.82105,0.7591,0.71052,0.61344,0.46632,0.33044,0.27857,0.27184,0.2094,0.11282,0.07258,normal
0.011719,0.039062,0.03125,0.015625,0.03453,0.2562,-0.095109,-0.070583,0.10286,0.1578,0.13946,0.23009,0.11867,0.018027,0.065662,0.042913,0.034827,0.039647,0.070735,0.043449,normal
0.011719,0.0078125,0.015625,0.0078125,0.018906,0.26967,-0.14999,-0.048968,-0.072819,0.066057,0.11654,-0.0063061,0.15241,0.077551,0.035983,0.077786,0.076816,0.022374,0.05157,-0.03954,normal
0.015625,0.011719,0.023438,0.033203,0.057251,-0.16818,-0.13165,0.044647,0.14792,0.14679,0.13866,0.18601,0.081784,-0.012613,-0.056447,0.046669,0.057421,0.078925,-0.011864,0.0097745,normal
0.023438,0.023438,0.03125,0.011719,0.015863,-0.47217,-0.17624,0.11301,0.27725,0.14916,0.031658,-0.0053034,0.076897,0.078669,0.046708,0.053479,-0.018555,0.042931,0.049585,0.095138,normal
0.015625,0.027344,0.015625,0.046875,0.016932,0.11966,-0.33868,-0.15158,0.11674,0.15689,0.12186,0.11272,0.031114,0.098936,0.092028,0.042499,0.012866,0.012537,0.013223,0.017401,normal
0.03125,0.03125,0.03125,0.03125,0.015647,-0.34743,-0.28062,0.25898,0.21821,0.18335,0.024864,-0.020171,0.073586,0.13374,0.088586,0.032068,-0.036238,0.042274,0.072226,0.071629,normal
0.03125,0.050781,0.015625,0.015625,0.055529,-0.27598,-0.2902,0.37774,0.07303,0.20245,0.15116,0.0036113,0.19544,-0.030085,0.15735,0.012968,0.050627,0.08801,-0.035276,0.16069,normal
0.019531,0.0078125,0.023438,0.011719,0.017562,-0.52708,-0.41484,0.14669,0.36443,0.10117,-0.086202,0.025535,0.014874,-0.014498,0.028601,-0.017315,0.054676,0.015008,0.0094557,-0.030665,normal
0.03125,0.011719,0.039062,0.0078125,0.010366,-0.77058,-0.17691,0.32197,0.16112,0.037936,-0.010414,0.052712,-0.040878,0.097574,-0.0082914,0.0075436,0.068689,-0.085459,0.080215,-0.012853,normal
0.011719,0.023438,0.03125,0.0078125,0.025343,-0.58161,0.047006,0.17969,0.065477,0.054549,0.088238,0.061234,0.018145,0.051922,0.066399,0.014361,-0.042421,-0.014859,0.023778,0.026413,normal
0.015625,0.023438,0.015625,0.015625,0.031415,-0.10258,0.25351,0.16004,0.14254,0.13736,0.12378,0.038514,0.12125,0.06081,0.12648,0.018378,0.082945,0.084708,0.053993,0.045904,abnormal
0.015625,0.015625,0.023438,0.019531,0.0048598,0.21214,-0.051228,-0.12351,0.061314,0.2821,0.28293,0.19251,0.012425,0.073965,0.081335,0.022868,0.063886,0.049305,0.02908,0.11487,normal
0.019531,0.011719,0.023438,0.03125,0.029484,-0.36475,-0.1543,0.173,0.18771,0.1105,0.058019,0.051784,0.038499,0.051469,-0.0362,0.060815,0.0095765,0.067678,-0.029094,0.059278,normal
0.015625,0.0078125,0.033203,0.015625,0.060665,0.10489,-0.036867,-0.096938,-0.0069825,0.19355,0.18635,0.063439,0.19276,-0.0036714,-0.01071,0.065254,0.067633,0.047603,0.056234,0.040958,normal
0.015625,0.011719,0.015625,0.015625,0.0082094,-0.079141,-0.4134,-0.034588,0.17697,0.16655,0.22867,-0.010167,-0.029685,-0.03124,0.08529,0.052656,0.0326,0.097241,0.024126,-0.0020397,normal
0.0078125,0.015625,0.027344,0.011719,0.0122,-0.13666,-0.23015,0.035447,0.17132,0.17413,0.16705,0.022665,0.085432,0.052678,0.040699,0.054586,-0.054369,0.054572,0.03467,-0.034749,normal
0.0078125,0.015625,0.023438,0.015625,0.029544,-0.24673,-0.23442,0.14673,0.23174,0.23153,0.094783,-0.00089138,0.050215,0.026442,0.078362,0.030453,-0.029909,0.026364,0.10011,-0.0017814,normal
0.023438,0.039062,0.027344,0.03125,0.010489,-0.0064034,-0.34209,-0.13898,0.020218,0.22832,0.21882,0.19522,-0.018413,-0.091362,0.066466,0.12196,-0.0026592,-0.0041393,0.076299,-0.066662,normal
0.027344,0.0078125,0.039062,0.0078125,0.026186,0.40374,0.19884,0.085764,0.07698,0.22518,0.28728,0.20557,0.16258,0.056343,0.1261,0.091462,0.12462,0.20401,0.08784,0.087771,normal
0.015625,0.015625,0.011719,0.015625,0.65113,1.0907,1.2819,1.3861,1.4365,1.4856,1.5109,1.4627,1.269,1.0765,0.87744,0.74615,0.5333,0.35213,0.19393,0.096528,normal
0.015625,0.0078125,0.015625,0.039062,0.0054021,0.11524,-0.060921,-0.13677,0.067589,0.27205,0.28549,0.22713,0.20058,0.049089,0.02169,-0.07218,0.030128,0.2065,0.022316,0.034686,normal
0.011719,0.03125,0.046875,0.015625,0.023341,0.017902,-0.16803,-0.093572,-0.0029542,0.14807,0.21133,0.025005,0.044298,-0.0096736,0.076044,0.039394,0.023424,-0.037236,-0.045285,0.049838,normal
0.015625,0.023438,0.011719,0.039062,0.0094481,0.47155,0.055561,-0.15473,-0.086098,0.01277,0.27199,0.26982,0.27379,0.10738,0.060007,-0.041695,0.025177,0.057694,0.15069,0.093484,normal
0.015625,0.015625,0.015625,0.015625,0.032561,-0.12215,-0.088032,-0.088656,0.023647,0.077638,0.1675,0.036723,0.055875,0.050764,-0.0098278,0.042548,0.01268,-0.043649,0.028985,-0.039157,abnormal
0.015625,0.015625,0.015625,0.046875,0.015021,-0.083062,-0.36892,0.070289,0.1679,0.09305,0.18959,-0.04062,0.038409,0.028155,-0.032428,0.09247,0.071122,0.072275,-0.099771,0.061726,normal
0.011719,0.0078125,0.015625,0.03125,0.010847,0.1211,-0.17414,0.052647,0.066205,0.11294,0.015298,0.16603,0.066149,0.037208,0.094396,0.021999,0.032274,0.021075,-0.00090884,0.007602,normal
0.015625,0.0039062,0.015625,0.015625,0.0021231,-0.4491,-0.31643,-0.039517,0.33493,0.10884,-0.086217,0.040445,0.11525,-0.028939,0.047276,0.012808,-0.083607,0.040264,0.041218,0.047476,normal
0.015625,0.0078125,0.023438,0.015625,0.014474,-0.048734,-0.17199,-0.10714,0.11113,0.21289,0.18866,0.077693,0.022227,0.028304,0.008932,0.00015043,0.049547,0.050558,-0.045685,0.022306,normal
0.015625,0.015625,0.023438,0.035156,0.0035479,-0.029795,-0.19715,-0.12198,0.12425,0.12191,0.24021,0.11956,0.023636,0.066741,0.035837,0.010888,0.060312,0.050991,0.031877,0.095457,normal
0.0078125,0.015625,0.015625,0.0078125,0.036824,-0.48983,-0.21548,0.22143,0.2577,0.025831,0.02615,0.010268,0.024046,0.024701,-0.0072824,0.023061,-0.004533,0.016261,0.03322,0.03304,normal
0.039062,0.046875,0.037109,0.052734,0.63225,1.8724,2.5589,2.9684,3.1015,3.0801,2.9256,2.7704,2.5593,2.2432,1.9227,1.5909,1.221,0.79999,0.43836,0.19251,normal
0.015625,0.011719,0.029297,0.0625,0.0055699,0.14282,-0.17501,-0.097024,0.062516,0.27226,0.16242,0.086709,0.038116,0.039186,0.12451,0.0037305,-0.050754,0.10479,0.056953,0.02599,normal
0.03125,0.0078125,0.046875,0.0078125,0.0036759,-0.10477,-0.33802,-0.095823,0.028122,0.081022,0.15904,0.10101,0.041418,0.0080691,-0.08733,-0.020696,-0.029093,0.026524,0.037849,0.062481,normal
0.023438,0.0078125,0.03125,0.015625,0.13873,-0.34284,-0.22216,-0.044266,0.067051,0.087422,0.10452,0.093014,0.047277,0.057459,-0.013954,-0.00037308,-0.05696,0.014346,0.019775,0.054164,normal
0.019531,0,0.023438,0.0078125,0.012738,0.037118,-0.22223,-0.12216,0.046173,0.15087,0.20467,0.11359,0.066637,-0.035864,0.012164,0.0086039,-0.026499,-0.028102,0.15753,0.041014,normal
0.011719,0.015625,0.035156,0.0078125,0.011036,-0.30245,-0.12197,-0.0017131,0.060695,0.085132,0.075453,0.072901,0.049515,0.035834,0.015559,-0.016105,-0.025139,-0.0087837,0.015373,0.058727,normal
0.023438,0.015625,0.019531,0.046875,0.014197,-0.048925,-0.2719,0.061702,0.23077,0.14427,0.042427,-0.05886,0.15105,0.11015,-0.016708,0.003061,-0.018564,0.087818,0.060177,0.02491,normal
0.035156,0.0078125,0.03125,0.023438,0.0095933,-0.14426,-0.18501,-0.065768,0.077135,0.091409,0.12582,0.1078,0.042699,0.062712,-0.039254,-0.0084977,0.022613,0.0067943,0.081398,0.037908,normal
0.03125,0.0078125,0.011719,0.019531,0.61986,1.7704,2.591,3.2859,3.8336,4.1964,4.3262,4.2223,3.9087,3.4449,2.8621,2.2181,1.5537,0.98627,0.49061,0.18167,abnormal
0.0078125,0.03125,0.019531,0.027344,0.045255,-0.31999,-0.25466,0.0038052,0.14662,0.10039,0.14249,0.046732,-0.008794,0.072026,-0.043148,0.040302,-0.013454,0.091191,0.0082201,-0.0004459,normal
0.03125,0.011719,0.046875,0.015625,0.012934,-0.29736,-0.20619,0.071128,0.2917,-0.054295,0.043106,0.013079,0.093166,0.12003,0.0069401,0.048114,-0.11037,0.074061,0.047661,0.047172,normal
0.019531,0.0078125,0.015625,0.0078125,0.0092114,-0.083143,-0.28505,-0.10272,-0.039786,0.13251,0.19423,0.16716,0.14355,0.067423,-0.090657,-0.057948,0.011183,0.041974,0.10636,0.036639,normal
0.023438,0.0097656,0.0078125,0.023438,0.020605,-0.28065,-0.28702,0.11121,0.18447,0.11943,0.13637,0.078725,-0.0074368,0.040405,0.0058521,0.041403,0.037113,-0.0077925,0.040334,0.0469,normal
0.019531,0.015625,0.019531,0.015625,0.01096,0.11853,-0.0015931,-0.13336,0.022917,0.13303,0.094706,0.13521,0.10599,0.023635,0.062016,0.10673,-0.051059,-0.0072787,0.079746,-0.028807,normal
0.015625,0.039062,0.015625,0.03125,0.0071676,-0.65127,-0.020117,0.16705,0.27522,0.1048,-0.20867,0.14453,0.11154,0.085196,-0.046443,0.092697,-0.01109,-0.010724,0.085462,-0.00072311,normal
0.015625,0.0078125,0.019531,0.0078125,0.016872,0.32196,-0.010301,-0.1735,-0.054665,-0.033873,0.060654,0.17319,0.13247,0.065799,0.068068,0.080933,0.035852,-0.0016307,0.0090879,0.042469,normal
0.013672,0.039062,0.011719,0.033203,0.0097898,0.20836,-0.054148,-0.022381,0.077792,0.21978,0.24884,0.1505,0.17118,0.14424,0.022638,0.023753,0.043146,0.090728,0.13681,0.0010542,normal
0.0078125,0.0078125,0.011719,0.03125,0.028672,-0.31103,-0.14947,0.025086,0.17486,0.082709,0.076616,0.088337,0.045808,-0.0026496,0.057058,-0.022796,-0.010081,0.0043336,0.048793,0.0078616,normal
0.015625,0.0078125,0.023438,0.011719,0.0079325,-0.42872,-0.32739,0.30703,0.25807,0.05876,-0.085505,-3.93E-05,0.096487,-0.016934,0.0013851,0.079872,0.049824,-0.086133,0.012727,0.1048,normal
0.015625,0.015625,0.015625,0.023438,0.0047966,0.13292,-0.14363,-0.13899,0.0069385,0.22459,0.18475,0.1581,0.095672,0.018509,-0.063335,0.045457,0.0016196,0.022997,0.079742,-0.041859,normal
0.0078125,0.03125,0.019531,0.039062,0.018128,-0.14015,-0.084106,0.011872,0.16515,0.18755,0.10251,0.077735,0.069267,0.027979,0.038368,0.042283,0.0067706,0.040575,0.031552,0.046199,normal
0.011719,0.035156,0.015625,0.0625,0.067526,-1.042,0.16762,0.40321,-0.0029023,0.023386,-0.059961,0.06896,0.04369,0.030446,-0.037204,-0.035563,0.15167,-0.074926,-0.020626,0.04121,normal
0.0078125,0.0078125,0.0078125,0.015625,0.010494,0.11506,-0.14744,-0.066553,0.16144,0.22283,0.18411,0.18216,0.068255,0.014507,0.010684,-0.046884,0.048093,0.079984,0.034261,0.016875,normal
0.019531,0.015625,0.039062,0.023438,0.016918,0.15625,-0.34728,-0.14051,-0.012102,0.20393,0.15395,0.1083,0.1121,0.09686,-0.013168,-0.017546,-0.030764,0.013078,0.031236,-0.033848,normal
